1751328000000,107146.51,107160,107116.93,107139.71,50.86883999999999
1751328300000,107139.7,107246.73,107093.35,107246.72,34.22658
1751328600000,107246.72,107359.79,107222.97,107335.08,66.52516
1751328900000,107335.07,107438.79,107335.07,107430.63,60.4144
1751329200000,107430.63,107449.25,107253.29,107253.3,40.06836
1751329500000,107253.3,107253.3,107147.82,107169.7,51.86356
1751329800000,107169.7,107169.71,107026.93,107144.8,64.14802
1751330100000,107144.99,107264.63,107144.99,107204.93,40.96059999999999
1751330400000,107204.93,107298.8,107190,107283.61,31.31138
1751330700000,107283.61,107348.03,107283.6,107312.78,21.07696
1751331000000,107312.78,107392.94,107312.78,107347.64,29.58026
1751331300000,107347.65,107377.03,107347.64,107377.02,16.21192
1751331600000,107377.03,107417.5,107302.04,107357.64,51.73362
1751331900000,107357.64,107444.29,107357.64,107423.09,45.83538000000001
1751332200000,107423.08,107486.95,107376.08,107486.94,32.535000000000004
1751332500000,107486.95,107486.95,107433,107475.54,30.48206
1751332800000,107475.53,107540,107466.13,107500.82,48.790580000000006
1751333100000,107500.82,107500.83,107388.69,107407.54,37.38614
1751333400000,107407.55,107486.96,107359.78,107486.96,22.2676
1751333700000,107486.96,107519.9,107399.99,107400,44.39084
1751334000000,107399.99,107400,107309.35,107336.45,23.28834
1751334300000,107336.46,107385.62,107336.45,107356.53,38.3137
1751334600000,107356.52,107356.53,107200,107200.97,32.55742
1751334900000,107200.97,107257.65,107171.42,107220,31.712379999999996
1751335200000,107220,107239.05,107190.21,107237.2,26.33882
1751335500000,107237.19,107299.99,107237.19,107268,25.60604
1751335800000,107268,107310.6,107251.01,107279.38,21.59096
1751336100000,107279.38,107334.76,107232.6,107317.4,26.3536
1751336400000,107317.4,107317.4,107275.5,107311.83,14.200680000000002
1751336700000,107311.83,107331.47,107311.83,107330.38,22.372780000000002
1751337000000,107330.38,107410.74,107330.37,107372.9,65.36670000000001
1751337300000,107372.89,107372.9,107253.56,107302.92,46.68068
1751337600000,107302.93,107302.93,107254.46,107269.97,35.580220000000004
1751337900000,107269.98,107269.98,107166.66,107166.67,45.759060000000005
1751338200000,107166.67,107166.67,107097.87,107100.38,48.42512
1751338500000,107100.39,107129.78,107100.38,107101.69,35.847080000000005
1751338800000,107101.68,107118.17,107076.95,107105.44,39.68021999999999
1751339100000,107105.43,107157.4,107081.52,107124.41,50.786199999999994
