timestamp_ms,open,high,low,close,volume
1723053300000,55620.01,55641.18,55450.00,55570.59,445.279950
1724077200000,58178.86,58366.82,58131.57,58319.65,259.782660
1724128800000,60816.04,60876.00,60816.04,60845.99,358.026150
1726008600000,57541.99,57600.00,57541.99,57562.50,43.274180
1726221300000,58097.12,58102.00,58058.60,58058.60,28.209000
1727557200000,65646.00,65670.00,65645.99,65669.99,12.675280
1729644300000,67193.00,67228.82,67134.00,67226.24,27.564630
1724490900000,64243.00,64243.00,64200.00,64211.98,79.040820
1724605800000,64082.97,64130.00,64082.96,64112.01,102.934860
1723002600000,56744.43,56868.63,56714.00,56834.42,205.475010
1723485600000,59296.12,59331.00,59148.33,59306.81,501.919200
1724941800000,60644.00,60715.86,60560.00,60680.01,384.232980
1726453800000,58374.03,58374.04,58292.00,58298.00,186.480680
1727169900000,63590.19,63609.99,63568.00,63599.50,108.796820
1727871300000,60920.00,61000.00,60900.00,60984.47,98.176370
1726522500000,57854.00,57874.00,57784.09,57823.95,605.941700
1722874800000,54837.27,55221.09,54681.75,55156.47,1138.798170
1723257300000,60633.25,60670.77,60578.88,60650.00,46.720350
1723303200000,60673.56,60673.57,60582.50,60624.20,86.654580
1723557900000,59372.42,59467.01,59267.66,59383.20,314.710260
1726286100000,60349.98,60360.00,60317.45,60329.37,80.490900
1727703300000,64049.50,64080.81,63912.00,63913.57,210.873380
1728165300000,61859.50,61859.51,61850.29,61857.64,27.303580
1723001400000,56706.01,56778.00,56640.00,56737.45,152.624790
1723222800000,60432.65,60443.80,60333.22,60388.05,214.720320
1724839500000,59904.00,60000.70,59870.43,59994.00,749.308440
1725834900000,54871.99,54895.99,54752.01,54798.01,290.984120
1725925500000,57117.07,57118.00,57099.03,57099.04,39.767460
1722693600000,62007.99,62097.99,62007.98,62070.00,192.777480
1723340400000,61049.35,61126.00,61049.35,61120.49,39.069360
1724663100000,63696.00,63696.01,63668.62,63668.62,130.287720
1725212100000,57912.00,58010.00,57912.00,57973.99,83.063900
1727144400000,62848.01,62953.31,62848.00,62938.00,176.162940
1727284200000,63409.63,63440.00,63393.10,63408.23,108.612000
1727808900000,61931.99,62071.23,61931.99,61987.99,108.942120
1728690000000,62501.00,62501.00,62472.91,62472.91,16.188320
1723754400000,56828.23,56858.10,56750.00,56849.65,368.176680
1724197500000,59116.28,59142.93,59072.72,59109.48,59.750040
1725747600000,53904.81,53989.00,53904.81,53988.99,72.009660
1728090000000,62170.00,62176.00,62049.80,62083.61,85.792330
1728299700000,62918.67,62918.67,62818.00,62860.82,76.030340
